_id,CRASH_CRN,MUNICIPALITY,POLICE_AGCY,CRASH_YEAR,CRASH_MONTH,DAY_OF_WEEK,BUS_COUNT,SMALL_TRUCK_COUNT,HEAVY_TRUCK_COUNT,SUV_COUNT,VAN_COUNT,BICYCLE_COUNT,FATAL_COUNT,INJURY_COUNT,MAX_SEVERITY_LEVEL,LATITUDE,LONGITUDE,DEC_LAT,DEC_LONG
230859,2023031216,2448,2448,2023,4,7,0,0,0,1,0,0,0,0,0,40 23:39.764,79 53:59.321,40.3944,-79.8998
230860,2023031219,2446,2446,2023,4,7,0,0,0,0,0,0,0,0,9,40 26:15.450,79 42:32.520,40.4376,-79.709
230861,2023031224,2301,2301,2023,4,7,0,0,0,1,0,0,0,0,0,40 27:50.766,80 01:13.952,40.4641,-80.0205
230862,2023031227,2301,2301,2023,4,1,0,0,0,1,0,0,0,0,9,40 28:16.730,80 02:23.630,40.4713,-80.0399
230863,2023031228,2458,2458,2023,4,1,0,0,0,2,0,0,0,0,0,40 32:40.769,80 11:16.849,40.5447,-80.188
230864,2023031230,2473,2473,2023,4,1,0,0,0,1,0,0,0,0,0,40 23:34.477,79 52:12.828,40.3929,-79.8702
230865,2023031238,2301,2301,2023,4,1,0,0,0,1,0,0,0,2,2,40 25:40.756,79 59:47.273,40.428,-79.9965
230866,2023031239,2435,2435,2023,4,5,0,0,0,0,0,0,0,1,3,40 25:04.715,80 03:30.310,40.418,-80.0584
230867,2023031248,2478,68B03,2023,3,7,0,0,0,1,0,0,0,1,3,40 26:01.564,79 52:10.178,40.4338,-79.8695
230868,2023031256,2419,68B03,2023,4,6,0,0,0,0,0,0,0,1,8,40 26:26.787,79 49:49.971,40.4408,-79.8305
230869,2023031266,2207,2207,2023,4,6,0,1,0,0,0,0,0,1,4,40 35:31.695,79 56:52.864,40.5921,-79.948
230870,2023031276,2116,2116,2023,4,6,0,0,0,2,0,0,0,0,0,40 31:48.795,80 01:02.455,40.5302,-80.0173
230871,2023031278,2301,2301,2023,4,1,0,0,0,0,0,0,0,0,9,40 27:10.006,79 59:50.518,40.4528,-79.9974
230872,2023031281,2112,2112,2023,4,7,0,0,0,0,0,0,0,0,0,40 30:26.723,79 51:06.106,40.5074,-79.8517
230873,2023031283,2301,2503,2023,4,7,1,0,0,1,0,0,0,0,0,40 26:56.989,79 59:07.460,40.4492,-79.9854
230874,2023031292,2301,2301,2023,4,1,0,0,0,0,0,0,0,1,3,40 29:21.009,79 56:06.252,40.4891,-79.9351
230875,2023031297,2431,2431,2023,4,1,0,0,0,1,0,0,0,0,0,40 25:46.814,79 52:11.792,40.4297,-79.8699
230876,2023031298,2301,2301,2023,4,1,0,0,0,1,0,0,0,1,3,40 27:39.185,79 54:23.186,40.4609,-79.9064
230877,2023031299,2118,2118,2023,3,5,0,0,0,1,0,0,0,1,3,40 32:31.969,79 57:51.258,40.5422,-79.9641
230878,2023031305,2408,2408,2023,4,6,0,0,0,0,0,0,0,0,0,40 29:31.139,79 51:53.668,40.492,-79.8649
230879,2023031316,2301,2301,2023,4,1,0,0,0,1,0,0,0,1,3,40 24:46.666,80 00:28.527,40.413,-80.0079
230880,2023031344,2115,2115,2023,3,1,0,0,0,1,0,0,0,0,0,40 26:55.469,80 07:13.840,40.4487,-80.1205
230881,2023031347,2473,2473,2023,4,7,0,0,0,0,0,0,0,0,0,40 23:29.583,79 53:01.114,40.3916,-79.8836
230882,2023031350,2463,2463,2023,4,1,0,0,0,0,0,0,0,0,9,40 25:25.217,79 53:13.257,40.4237,-79.887
230883,2023031396,2407,2407,2023,4,3,0,0,0,0,1,0,0,1,4,40 20:38.570,80 01:32.669,40.344,-80.0257
230884,2023031397,2301,2301,2023,4,1,0,0,0,0,0,0,0,0,0,40 27:16.574,79 53:18.566,40.4546,-79.8885
230885,2023031399,2463,2463,2023,4,7,0,0,0,0,0,0,0,0,0,40 25:20.663,79 53:09.216,40.4224,-79.8859
230886,2023031422,2433,2433,2023,4,1,0,0,0,0,0,0,0,0,0,40 19:31.243,79 53:18.393,40.3253,-79.8884
230887,2023031437,2303,2303,2023,4,5,0,0,0,0,1,0,0,2,3,40 22:53.705,79 51:34.985,40.3816,-79.8597
230888,2023031438,2466,2466,2023,4,7,0,0,0,0,0,0,0,0,0,40 32:50.295,79 45:34.097,40.5473,-79.7595
230889,2023031441,2301,2301,2023,4,2,0,0,0,1,0,0,0,0,0,40 23:28.300,80 01:22.400,40.3912,-80.0229
230890,2023031455,2446,2446,2023,4,1,0,0,0,2,0,0,0,1,8,40 26:17.619,79 46:45.590,40.4382,-79.7793
230891,2023031456,2415,2415,2023,4,1,0,1,0,1,0,0,0,1,2,40 24:24.700,80 04:47.000,40.4069,-80.0797
230892,2023031490,2301,2301,2023,4,2,0,1,0,0,0,0,0,0,0,40 26:50.000,79 56:09.600,40.4472,-79.936
230893,2023031512,2113,2113,2023,4,2,0,0,1,0,0,0,0,1,3,40 28:25.400,79 49:07.300,40.4737,-79.8187
230894,2023031550,2301,2301,2023,4,2,0,0,0,2,0,0,0,0,0,40 27:43.560,79 54:20.161,40.4621,-79.9056
230895,2023031581,2301,2301,2023,4,2,0,0,0,0,1,0,0,0,0,40 25:43.129,79 58:44.007,40.4286,-79.9789
230896,2023031583,2301,2301,2023,4,2,0,0,0,1,0,0,0,1,2,40 27:14.955,79 56:39.968,40.4542,-79.9444
230897,2023031586,2463,2463,2023,4,2,0,0,0,1,0,0,0,0,0,40 25:38.297,79 53:27.189,40.4273,-79.8909
230898,2023031591,2301,2301,2023,4,2,0,0,0,1,0,0,0,1,4,40 26:13.713,79 57:47.077,40.4371,-79.9631
230899,2023031596,2431,2431,2023,4,2,0,0,1,1,0,0,0,0,0,40 25:57.235,79 51:54.278,40.4324,-79.8649
230900,2023031601,2109,2109,2023,4,2,0,1,0,1,0,0,0,2,3,40 23:04.390,80 01:31.380,40.3846,-80.0254
230901,2023031602,2213,2213,2023,3,3,0,1,0,1,0,0,0,1,3,40 27:30.353,80 11:13.177,40.4584,-80.187
230902,2023031657,2301,2301,2023,4,2,0,0,0,2,0,0,0,0,0,40 23:21.124,79 56:02.126,40.3892,-79.9339
230903,2023031659,2113,2113,2023,4,2,0,0,0,1,0,0,0,3,3,40 26:57.884,79 49:37.659,40.4494,-79.8271
230904,2023031661,2301,2301,2023,4,2,0,0,0,2,0,0,0,1,3,40 23:05.929,79 59:41.521,40.385,-79.9949
230905,2023031664,2301,2301,2023,4,1,0,0,0,0,0,0,0,0,0,40 26:54.900,79 54:50.400,40.4486,-79.914
230906,2023031725,2466,68T02,2023,4,7,0,0,0,0,0,0,0,0,0,40 30:45.955,79 47:34.798,40.5126,-79.7927
230907,2023031732,2301,2301,2023,4,2,0,0,0,1,0,0,0,1,3,40 27:43.570,79 54:20.159,40.4621,-79.9056
230908,2023031767,2111,2111,2023,4,7,0,0,0,1,0,0,0,0,0,40 21:49.700,79 49:44.100,40.3638,-79.8289
230909,2023031768,2119,2119,2023,4,2,0,0,0,2,0,0,0,1,4,40 20:00.732,80 08:00.226,40.3335,-80.1334
230910,2023031777,2301,2301,2023,4,2,0,0,0,0,0,0,0,0,0,40 26:05.645,80 00:42.778,40.4349,-80.0119
230911,2023031782,2407,2407,2023,4,1,0,0,0,1,0,0,0,0,0,40 21:06.066,80 01:36.310,40.3517,-80.0268
230912,2023031783,2481,2481,2023,4,7,0,0,0,0,0,0,0,0,0,40 36:50.905,80 08:37.409,40.6141,-80.1438
230913,2023031785,2477,2477,2023,4,2,0,0,0,1,0,0,0,1,8,40 20:50.557,79 49:00.481,40.3474,-79.8168
230914,2023031855,2108,2108,2023,4,5,0,0,0,1,0,0,0,2,8,40 35:08.206,80 02:09.827,40.5856,-80.0361
230915,2023031861,2301,2301,2023,4,3,0,0,0,0,0,0,0,0,0,40 28:27.259,79 54:29.550,40.4742,-79.9082
230916,2023031895,2301,2301,2023,4,3,0,0,1,0,0,0,0,1,8,40 26:16.950,79 55:09.616,40.438,-79.9193
230917,2023031896,2116,2116,2023,4,3,0,2,0,0,0,0,0,0,0,40 33:05.5,80 01:37.1,,
230918,2023031900,2113,2113,2023,3,3,0,1,0,1,0,0,0,0,9,40 27:38.173,79 50:33.347,40.4606,-79.8425
230919,2023031906,2118,2118,2023,4,2,0,0,0,1,0,0,0,2,8,40 28:52.888,79 57:50.804,40.4814,-79.9641
230920,2023031909,2413,2413,2023,3,3,0,0,0,1,0,0,0,0,0,40 21:54.388,79 58:58.241,40.3651,-79.9828
230921,2023031915,2466,2466,2023,4,3,0,1,0,1,0,0,0,0,0,40 29:21.7,79 46:41.8,,
230922,2023031928,2116,2116,2023,4,3,0,0,0,1,0,0,0,0,0,40 32:43.0,80 02:09.6,40.5298,-80.035
230923,2023031949,2444,2444,2023,3,3,0,1,0,1,0,0,0,1,4,40 28:32.134,80 03:54.341,40.4755,-80.065
230924,2023031950,2214,2214,2023,4,3,0,0,0,0,1,0,0,1,3,40 26:13.5,80 15:11.2,,
230925,2023031951,2301,2301,2023,4,3,0,0,0,0,0,0,0,0,0,40 27:53.200,79 56:03.700,40.4648,-79.9344
230926,2023031962,2446,2446,2023,4,7,0,0,0,1,0,0,0,1,8,40 26:11.413,79 43:25.309,40.4365,-79.7237
230927,2023031963,2422,2422,2023,4,3,0,0,0,1,0,0,0,0,0,40 23:27.786,80 02:21.862,40.391,-80.0394
230928,2023031965,2466,2466,2023,4,1,0,0,0,0,0,0,0,0,0,40 31:09.981,79 48:30.429,40.5194,-79.8084
230929,2023031966,2466,2466,2023,4,3,0,1,0,1,0,0,0,0,0,40 30:03.371,79 46:05.228,40.5009,-79.7681
230930,2023031967,2109,2109,2023,4,2,0,0,1,0,0,0,0,0,0,40 21:18.103,80 02:58.023,40.355,-80.0495
230931,2023031968,2213,2213,2023,4,7,0,0,0,1,0,0,0,1,3,40 29:46.204,80 11:01.045,40.4962,-80.1836
230932,2023031969,2213,2213,2023,4,6,0,0,0,2,0,0,0,0,0,40 32:02.158,80 13:44.626,40.5339,-80.229
230933,2023032000,2473,2473,2023,4,2,0,1,0,0,0,0,0,1,8,40 23:06.006,79 51:45.860,40.385,-79.8627
230934,2023032023,2414,2414,2023,4,2,0,0,0,0,1,0,0,0,0,40 21:16.745,80 06:44.958,40.3547,-80.1125
230935,2023032024,2419,2419,2023,4,2,0,0,0,0,1,0,0,1,3,40 26:04.110,79 49:20.847,40.4345,-79.8225
230936,2023032026,2440,2440,2023,4,4,0,0,0,3,1,0,0,0,0,40 19:08.424,79 53:56.515,40.319,-79.899
230937,2023032027,2477,2477,2023,4,3,0,0,0,0,0,0,0,0,0,40 20:48.408,79 47:32.805,40.3468,-79.7924
230938,2023032046,2115,2115,2023,4,7,0,0,0,0,0,0,0,0,0,40 27:22.197,80 10:02.810,40.4562,-80.1674
230939,2023032102,2301,2301,2023,4,3,0,0,0,0,0,0,0,1,3,40 27:39.627,79 55:24.746,40.461,-79.9235
230940,2023032103,2301,2301,2023,4,3,0,0,0,1,0,0,0,0,0,40 23:20.996,80 01:02.565,40.3892,-80.0174
230941,2023032104,2304,2304,2023,4,3,0,0,0,1,0,0,0,1,8,40 20:42.298,79 49:50.061,40.3451,-79.8306
230942,2023032114,2301,2301,2023,4,3,0,0,0,0,0,0,0,1,3,40 29:02.391,79 54:28.466,40.484,-79.9079
230943,2023032122,2466,2466,2023,4,2,0,0,0,0,0,0,0,0,0,40 29:57.265,79 45:21.559,40.4992,-79.756
230944,2023032131,2113,2113,2023,4,3,0,0,0,0,0,0,0,0,0,40 27:23.238,79 49:22.986,40.4565,-79.8231
230945,2023032143,2415,2415,2023,4,2,0,0,0,0,1,0,0,0,0,40 24:05.867,80 04:58.862,40.4016,-80.083
230946,2023032147,2301,2301,2023,4,3,0,0,0,2,0,0,0,0,9,40 24:56.583,79 58:34.517,40.4157,-79.9763
230947,2023032151,2301,2301,2023,4,2,0,1,0,1,0,0,0,0,0,40 25:04.200,80 01:31.000,40.4178,-80.0253
230948,2023032153,2301,2301,2023,4,4,0,0,0,1,0,0,0,0,0,40 26:59.380,79 55:46.709,40.4498,-79.9296
230949,2023032178,2115,68B03,2023,3,4,0,0,1,0,0,0,0,0,0,40 26:36.096,80 09:42.269,40.4434,-80.1617
230950,2023032212,2437,2437,2023,4,5,0,0,0,2,0,0,0,0,0,40 23:24.065,80 05:17.405,40.39,-80.0882
230951,2023032231,2301,2301,2023,4,4,0,0,0,0,0,1,0,1,8,40 24:30.358,80 01:04.149,40.4084,-80.0177
230952,2023032232,2301,2301,2023,4,4,0,0,0,1,0,0,0,0,0,40 28:20.901,79 58:22.111,40.4731,-79.9723
230953,2023032235,2454,2454,2023,4,4,0,0,0,1,0,0,0,0,0,40 20:12.522,79 58:13.780,40.3368,-79.9705
230954,2023032242,2208,2208,2023,4,4,0,0,0,0,0,0,0,1,8,40 32:53.066,79 50:05.923,40.5481,-79.835
230955,2023032246,2403,2403,2023,4,4,0,0,0,2,0,0,0,0,0,40 21:00.061,79 58:09.825,40.35,-79.9694
230956,2023032257,2441,2441,2023,4,4,0,0,1,1,0,0,0,1,8,40 33:28.486,80 12:17.044,40.5579,-80.2047
230957,2023032280,2303,2303,2023,4,4,0,0,0,1,0,0,0,0,0,40 21:47.766,79 51:02.040,40.3633,-79.8506
230958,2023032293,2301,2301,2023,4,4,0,0,0,1,0,0,0,1,8,40 23:43.387,79 59:50.945,40.3954,-79.9975
230959,2023032296,2301,2301,2023,4,4,0,0,0,0,1,0,0,1,8,40 25:43.414,79 59:18.885,40.4287,-79.9883
230960,2023032297,2301,2301,2023,4,4,0,0,0,1,0,0,0,0,0,40 25:46.220,79 58:39.135,40.4295,-79.9775
230961,2023032299,2301,2301,2023,4,4,0,0,0,0,0,0,0,0,0,40 27:21.567,79 59:29.650,40.4558,-79.9921
230962,2023032303,2445,2445,2023,4,3,0,1,0,1,0,0,0,2,2,40 28:51.807,79 58:18.573,40.4811,-79.9718
230963,2023032305,2301,2301,2023,4,4,0,0,0,0,0,1,0,1,3,40 26:58.563,80 03:41.191,40.4496,-80.0614
230964,2023032308,2481,2481,2023,4,4,0,0,0,0,1,0,0,0,0,40 36:16.090,80 07:00.728,40.6045,-80.1169
230965,2023032313,2123,2123,2023,4,3,0,0,0,2,0,0,0,0,0,40 21:16.491,80 04:24.878,40.3546,-80.0736
230966,2023032314,2416,2416,2023,4,2,0,0,0,1,0,0,0,0,0,40 21:40.047,80 01:47.488,40.3611,-80.0299
230967,2023032315,2416,2416,2023,4,2,0,0,0,0,0,0,0,0,0,40 22:04.690,80 02:00.710,40.368,-80.0335
230968,2023032394,2301,2301,2023,4,4,0,0,0,2,0,0,0,0,0,40 23:23.203,79 59:11.684,40.3898,-79.9866
230969,2023032395,2466,2466,2023,4,4,0,0,0,0,0,0,0,0,9,40 27:02.952,79 42:48.828,40.4508,-79.7136
230970,2023032399,2301,2301,2023,4,4,0,2,0,0,0,0,0,2,3,40 25:20.371,79 57:03.824,40.4223,-79.9511
230971,2023032400,2301,2301,2023,4,4,0,0,0,0,0,0,0,1,3,40 27:19.774,79 52:05.411,40.4555,-79.8682
230972,2023032427,2102,68B03,2023,3,6,0,0,2,0,0,0,0,0,0,40 22:48.599,80 05:50.714,40.3802,-80.0974
230973,2023032470,2116,2116,2023,4,2,0,0,0,1,0,0,0,1,3,40 31:45.084,80 02:06.294,40.5292,-80.0351
230974,2023032471,2448,2448,2023,4,4,0,1,0,1,0,0,0,2,3,40 24:32.184,79 54:15.403,40.409,-79.9043
230975,2023032494,2301,2301,2023,4,4,0,0,0,2,0,0,0,1,3,40 27:46.000,79 55:56.000,40.4628,-79.9322
230976,2023032499,2301,2301,2023,4,5,0,0,0,0,0,0,0,1,3,40 27:55.680,79 56:47.216,40.4655,-79.9464
230977,2023032504,2301,2301,2023,4,4,0,0,0,0,0,0,0,2,2,40 28:55.110,80 02:48.658,40.482,-80.0468
230978,2023032522,2208,2208,2023,4,4,0,0,0,1,1,0,0,1,4,40 32:13.077,79 50:20.565,40.5369,-79.8392
230979,2023032528,2217,2505,2023,3,4,0,0,0,1,0,0,0,0,0,40 38:06.276,79 56:25.014,40.635,-79.9403
230980,2023032581,2473,2473,2023,4,7,0,0,0,1,0,0,0,0,0,40 20:49.500,79 56:39.000,40.3471,-79.9442
230981,2023032596,2403,2403,2023,4,5,0,0,0,1,0,0,0,0,0,40 20:16.803,79 59:03.513,40.338,-79.9843
230982,2023032597,2301,2301,2023,4,4,0,1,0,1,0,0,0,0,0,40 23:37.924,80 02:46.719,40.3872,-80.0548
230983,2023032600,2301,2301,2023,4,5,0,0,0,3,0,0,0,1,3,40 26:40.170,79 56:54.001,40.4445,-79.9483
230984,2023032611,2304,2304,2023,3,5,0,0,0,1,0,0,0,1,4,40 20:53.144,79 50:58.206,40.3481,-79.8495
230985,2023032619,2446,2446,2023,4,5,0,1,0,0,0,0,0,3,3,40 26:19.070,79 46:08.357,40.4386,-79.769
230986,2023032620,2301,2301,2023,4,5,0,1,0,1,0,0,0,0,9,40 26:47.657,79 58:05.691,40.4466,-79.9682
230987,2023032622,2301,2301,2023,4,5,0,1,1,0,0,0,0,0,0,40 28:11.501,79 57:49.272,40.4698,-79.9637
230988,2023032623,2115,2115,2023,4,5,0,0,0,2,1,0,0,3,3,40 27:57.584,80 09:29.246,40.466,-80.1581
230989,2023032626,2215,2215,2023,4,4,0,0,0,1,0,0,0,0,0,40 33:10.265,80 06:21.735,40.5529,-80.106
230990,2023032628,2116,2116,2023,4,3,0,1,0,1,0,0,0,0,0,40 33:16.307,80 01:16.463,40.5545,-80.0212
230991,2023032629,2301,2301,2023,4,4,0,0,0,0,0,0,0,2,8,40 25:45.186,79 59:47.158,40.4292,-79.9964
230992,2023032638,2301,2301,2023,4,1,0,0,0,0,0,0,0,1,3,40 26:08.082,79 58:07.108,40.4356,-79.9686
230993,2023032641,2301,2301,2023,4,5,0,0,0,1,0,0,0,1,4,40 27:01.632,80 02:42.842,40.4505,-80.0452
230994,2023032650,2113,2113,2023,4,5,0,0,0,0,0,0,0,1,3,40 27:15.374,79 47:38.875,40.4543,-79.7941
230995,2023032665,2404,2404,2023,4,5,0,0,0,2,0,0,0,0,0,40 29:29.763,80 03:40.433,40.4916,-80.0612
230996,2023032667,2301,2301,2023,4,5,0,0,0,0,0,0,0,1,3,40 25:06.400,79 59:27.600,40.4184,-79.991
230997,2023032668,2301,2301,2023,4,5,0,0,0,0,0,0,0,1,3,40 23:12.685,79 58:55.160,40.3869,-79.982
230998,2023032671,2213,2213,2023,4,7,0,0,0,1,0,0,0,1,3,40 28:46.930,80 12:04.974,40.4797,-80.2014
230999,2023032672,2476,2476,2023,4,3,0,0,0,0,0,0,0,1,2,40 22:39.612,79 59:15.242,40.3777,-79.9876
231000,2023032771,2440,68T09,2023,4,1,0,0,0,0,0,0,0,1,3,40 17:50.062,79 55:01.214,40.2972,-79.9169
231001,2023032798,2301,2301,2023,3,6,0,1,0,1,0,0,0,0,9,40 27:43.679,79 55:36.555,40.4621,-79.9268
231002,2023032803,2414,2414,2023,4,5,0,0,0,0,1,0,0,2,4,40 21:39.700,80 06:01.554,40.361,-80.1004
231003,2023032811,2111,2111,2023,4,6,0,0,0,0,0,0,0,1,3,40 22:57.938,79 49:15.187,40.3828,-79.8209
231004,2023032816,2301,2301,2023,4,5,0,0,0,1,0,0,0,0,0,40 25:56.314,80 00:37.759,40.4323,-80.0105
231005,2023032822,2301,2301,2023,4,4,0,0,0,0,0,0,0,0,0,40 25:25.091,80 01:03.477,40.4236,-80.0176
231006,2023032828,2118,2118,2023,4,4,0,0,0,0,0,0,0,1,8,40 30:07.150,79 59:06.041,40.502,-79.985
231007,2023032840,2301,2301,2023,4,6,0,0,0,1,0,0,0,0,0,40 27:44.794,79 54:19.984,40.4624,-79.9056
231008,2023032841,2301,2301,2023,4,5,0,0,0,0,0,0,0,1,3,40 27:06.249,79 58:53.902,40.4517,-79.9816
231009,2023032859,2208,68T02,2023,4,2,0,0,1,0,0,0,0,0,0,40 32:36.811,79 49:21.164,40.5436,-79.8225
231010,2023032883,2207,2207,2023,4,3,0,0,0,2,1,0,0,0,0,40 33:17.909,79 58:16.126,40.555,-79.9711
231011,2023032895,2438,2438,2023,4,1,0,0,0,1,0,0,0,0,0,40 24:09.220,79 54:27.294,40.4026,-79.9076
231012,2023032923,2432,2432,2023,4,6,0,0,0,2,0,0,0,0,0,40 32:26.318,79 52:30.268,40.5406,-79.8751
231013,2023032929,2113,2113,2023,4,6,0,0,0,0,0,0,0,0,0,40 28:07.224,79 51:36.743,40.4687,-79.8602
231014,2023032946,2301,2301,2023,4,6,0,0,0,1,0,0,0,0,0,40 27:51.304,79 55:31.895,40.4643,-79.9255
231015,2023032949,2301,2506,2023,4,5,0,1,0,1,0,1,0,1,3,40 26:58.365,79 57:03.694,40.4495,-79.951
231016,2023032951,2301,2301,2023,4,2,0,0,0,1,0,0,0,3,2,40 25:43.573,79 59:11.062,40.4288,-79.9861
231017,2023032952,2301,2301,2023,4,6,0,0,0,0,0,0,0,1,3,40 24:57.793,79 58:21.688,40.4161,-79.9727
231018,2023032958,2448,2448,2023,4,6,0,0,0,1,0,0,0,0,0,40 24:33.276,79 53:58.259,40.4092,-79.8995
231019,2023032959,2301,2301,2023,4,3,0,0,0,0,1,0,1,0,1,40 26:53.739,79 53:55.147,40.4483,-79.8987
231020,2023032964,2477,2477,2023,4,6,0,0,0,2,0,0,0,2,3,40 20:17.218,79 48:24.344,40.3381,-79.8067
231021,2023032966,2109,2109,2023,4,5,0,0,0,1,0,0,0,0,0,40 22:42.617,80 02:11.923,40.3785,-80.0366
231022,2023032967,2476,2476,2023,4,4,0,0,0,2,0,0,0,0,0,40 20:45.771,79 58:24.140,40.346,-79.9734
231023,2023032969,2301,2301,2023,4,4,0,0,0,0,0,0,0,1,2,40 29:12.508,79 54:56.053,40.4868,-79.9156
231024,2023033032,2301,2301,2023,4,6,0,0,0,3,0,0,0,2,3,40 29:17.428,79 55:17.549,40.4882,-79.9215
231025,2023033036,2301,2301,2023,4,5,0,0,0,0,0,0,0,0,0,40 26:04.600,79 56:54.700,40.4346,-79.9485
231026,2023033058,2112,68D02,2023,3,4,0,0,2,0,0,0,0,1,8,40 29:27.182,79 52:49.040,40.4909,-79.8803
231027,2023033059,2112,68D02,2023,3,4,0,0,0,2,1,0,0,0,0,40 29:27.178,79 53:02.824,40.4909,-79.8841
231028,2023033086,2112,68D02,2023,4,4,0,0,0,0,0,0,0,0,0,40 30:28.635,79 51:24.549,40.508,-79.8568
231029,2023033097,2108,2108,2023,4,5,0,0,0,0,0,0,0,1,3,40 36:02.600,80 03:47.200,40.6007,-80.0631
231030,2023033100,2438,2438,2023,4,5,0,0,0,1,0,0,0,0,0,40 24:02.807,79 54:20.516,40.4008,-79.9057
231031,2023033103,2446,2446,2023,4,6,0,0,0,1,0,0,0,1,8,40 25:59.394,79 45:08.456,40.4332,-79.7523
231032,2023033117,2117,2117,2023,4,6,0,1,0,1,0,0,0,0,0,40 22:26.838,80 05:42.296,40.3741,-80.0951
231033,2023033121,2301,2301,2023,4,6,0,0,0,1,0,0,0,1,8,40 26:39.175,80 01:41.501,40.4442,-80.0282
231034,2023033129,2301,2301,2023,4,7,0,0,0,0,0,0,0,0,0,40 29:17.428,79 55:17.549,40.4882,-79.9215
231035,2023033131,2301,2301,2023,4,7,0,0,0,1,0,0,0,0,0,40 25:40.493,79 57:20.499,40.4279,-79.9557
231036,2023033133,2209,2209,2023,4,7,0,0,0,0,0,0,0,1,4,40 33:04.060,79 53:59.451,40.5511,-79.8998
231037,2023033136,2118,2118,2023,4,6,0,0,0,1,1,0,0,1,3,40 31:17.187,79 57:34.721,40.5214,-79.9596
231038,2023033137,2118,2118,2023,4,7,0,0,0,1,0,0,0,0,0,40 30:35.020,79 57:22.049,40.5097,-79.9561
231039,2023033138,2301,2301,2023,4,7,0,0,0,1,0,0,0,1,8,40 26:14.063,80 03:12.734,40.4372,-80.0535
231040,2023033139,2302,2440,2023,4,6,0,0,0,1,0,0,0,0,0,40 16:57.031,79 52:52.225,40.2825,-79.8811
231041,2023033147,2301,2301,2023,4,4,0,0,0,1,0,0,0,1,8,40 24:37.802,79 58:38.014,40.4105,-79.9772
231042,2023033173,2446,2446,2023,4,5,0,1,0,0,0,0,0,0,0,40 25:38.851,79 43:16.049,40.4275,-79.7211
231043,2023033203,2126,2126,2023,4,7,0,0,0,0,0,0,0,2,2,40 27:38.100,80 06:29.100,40.4606,-80.1081
231044,2023033205,2115,2115,2023,4,6,0,0,0,2,0,0,0,1,3,40 26:44.758,80 09:04.961,40.4458,-80.1514
231045,2023033208,2115,2115,2023,4,6,0,0,0,2,0,0,0,1,3,40 26:45.196,80 09:05.697,40.4459,-80.1516
231046,2023033218,2112,2112,2023,4,4,0,0,0,2,0,0,0,1,4,40 29:18.140,79 52:59.489,40.4885,-79.8831
231047,2023033219,2217,2505,2023,4,7,0,0,0,1,0,0,0,2,8,40 37:02.285,79 56:44.759,40.6173,-79.9458
231048,2023033221,2301,2301,2023,4,7,0,1,0,1,0,0,0,0,0,40 27:52.400,79 56:22.600,40.4646,-79.9396
231049,2023033223,2203,2203,2023,4,2,0,0,1,0,0,0,0,1,3,40 29:34.779,80 18:08.490,40.493,-80.3024
231050,2023033229,2454,2454,2023,4,6,0,0,0,0,1,0,0,0,0,40 19:56.300,79 58:20.600,40.3323,-79.9724
231051,2023033230,2478,2503,2023,4,6,1,0,0,0,1,0,0,0,0,40 25:58.057,79 52:18.466,40.4328,-79.8718
231052,2023033235,2108,2108,2023,4,6,0,0,0,1,0,0,0,0,9,40 34:01.833,80 00:59.294,40.5672,-80.0165
231053,2023033243,2424,2424,2023,4,6,0,0,0,1,0,0,0,0,0,40 22:36.160,79 48:50.283,40.3767,-79.814
231054,2023033244,2431,2431,2023,4,6,0,0,0,0,0,0,0,1,4,40 24:48.582,79 50:43.879,40.4135,-79.8455
231055,2023033246,2109,2109,2023,4,3,0,1,0,2,0,0,0,2,3,40 23:37.724,80 02:46.619,40.3872,-80.0548
231056,2023033268,2126,2126,2023,4,5,0,0,0,1,0,0,0,1,4,40 28:11.947,80 05:59.957,40.47,-80.1
231057,2023033272,2301,2301,2023,4,7,0,0,0,1,0,0,0,0,0,40 23:31.773,80 00:47.213,40.3922,-80.0131
231058,2023033273,2301,2301,2023,4,3,0,0,0,2,0,0,0,0,0,40 26:20.969,79 59:37.495,40.4392,-79.9937
231059,2023033277,2111,2111,2023,4,7,0,0,0,0,0,0,0,0,0,40 23:07.967,79 47:46.114,40.3855,-79.7961
231060,2023033282,2105,2105,2023,4,7,0,0,0,2,0,0,0,0,0,40 16:18.278,79 50:35.089,40.2717,-79.8431
231061,2023033283,2446,2446,2023,4,5,0,0,0,1,0,0,0,2,2,40 26:37.584,79 47:47.375,40.4438,-79.7965
231062,2023033286,2301,2301,2023,4,7,0,0,0,1,0,0,0,0,0,40 27:43.500,79 56:35.800,40.4621,-79.9433
231063,2023033289,2301,2301,2023,4,7,0,0,0,0,0,0,0,1,3,40 27:49.731,79 57:59.337,40.4638,-79.9664
231064,2023033292,2301,68B03,2023,2,3,0,0,0,2,0,0,0,0,0,40 26:33.567,80 00:32.099,40.4427,-80.0089
231065,2023033293,2115,68B03,2023,2,2,0,0,0,1,0,0,0,0,0,40 26:05.728,80 08:42.370,40.4349,-80.1451
231066,2023033296,2301,68B03,2023,3,7,0,0,1,0,0,0,0,0,0,40 26:08.150,79 58:41.587,40.4356,-79.9782
231067,2023033297,2301,68B03,2023,3,3,0,0,0,1,0,0,0,0,0,40 26:21.506,80 00:38.095,40.4393,-80.0106
